sku_num,sku_pos,sku_erp,product_name,pos_erp_link_source,store_id,channel,units_net,revenue_mxn,cost_mxn,margin_mxn,margin_pct,margin_mxn_if_price_includes_iva,sale_lines_below_cost,sale_lines
5,CN-00005,ERP-PROV-MX-005-C,Croissant Panaderia,explicito,T005,fisico,35.0,706.98,460.01,246.97,34.93,149.46,0,24
38,CN-00038,ERP-PROV-MX-038-A,Selección Cafe Grano,explicito,T001,fisico,50.0,16976.33,11808.4,5167.93,30.44,2826.37,0,37
66,CN-00066,ERP-PROV-MX-066-B,Mocha Bebidas,explicito,T010,fisico,27.0,1544.52,565.6,978.92,63.38,765.88,0,16
23,CN-00023,ERP-PROV-MX-023-B,Ensalada Comida Caliente,explicito,T029,fisico,25.0,3929.67,1994.74,1934.93,49.24,1392.91,0,22
24,CN-00024,ERP-PROV-MX-024-A,Americano Cafe Molido,explicito,T015,fisico,41.0,13381.66,8829.07,4552.59,34.02,2706.84,0,28
40,CN-00040,ERP-PROV-MX-040-A,Chocolate Bebidas,explicito,T040,fisico,28.0,1491.63,482.83,1008.8,67.63,803.06,0,17
12,CN-00012,ERP-PROV-MX-012-B,Sándwich Comida Caliente,explicito,T038,fisico,35.0,4637.77,1928.36,2709.41,58.42,2069.72,0,27
47,CN-00047,ERP-PROV-MX-047-B,Filtros Mercancia,explicito,T016,fisico,61.0,30305.25,19373.42,10931.83,36.07,6751.8,0,36
52,CN-00052,ERP-PROV-MX-052-C,Americano Cafe Molido,explicito,T017,fisico,41.0,7052.13,4629.1,2423.03,34.36,1450.32,0,33
68,CN-00068,ERP-PROV-MX-068-C,Croissant Panaderia,explicito,T015,fisico,34.0,1327.96,510.11,817.85,61.59,634.68,0,28
19,CN-00019,ERP-PROV-MX-019-D,Gourmet Cafe Molido,explicito,T031,fisico,45.0,12228.41,6625.51,5602.9,45.82,3916.22,0,32
56,CN-00056,ERP-PROV-MX-056-C,Empanada Panaderia,explicito,T027,fisico,51.0,836.29,403.5,432.79,51.75,317.44,0,29
51,CN-00051,ERP-PROV-MX-051-C,Termo Mercancia,explicito,T012,fisico,40.0,19443.35,9385.75,10057.6,51.73,7375.76,0,30
34,CN-00034,ERP-PROV-MX-034-D,Estándar Cafe Molido,explicito,T023,fisico,57.0,6144.5,3674.69,2469.81,40.2,1622.29,0,27
35,CN-00035,ERP-PROV-MX-035-A,Sándwich Comida Caliente,explicito,T023,fisico,55.0,7673.34,5255.69,2417.65,31.51,1359.26,0,35
22,CN-00022,ERP-PROV-MX-022-A,Ensalada Comida Caliente,explicito,T021,fisico,41.0,6915.8,3948.95,2966.85,42.9,2012.95,0,27
47,CN-00047,ERP-PROV-MX-047-B,Filtros Mercancia,explicito,T038,fisico,61.0,30051.45,19435.82,10615.63,35.32,6470.6,0,37
14,CN-00014,ERP-PROV-MX-014-D,Descafeinado Cafe Grano,explicito,T010,fisico,35.0,11851.72,7463.6,4388.12,37.03,2753.4,0,27
61,CN-00061,ERP-PROV-MX-061-D,Descafeinado Cafe Molido,explicito,T028,fisico,43.0,12776.03,7153.47,5622.56,44.01,3860.35,0,24
60,CN-00060,ERP-PROV-MX-060-A,Espresso Cafe Grano,explicito,T002,fisico,32.0,6261.58,4016.32,2245.26,35.86,1381.59,0,26
20,CN-00020,ERP-PROV-MX-020-C,Taza Mercancia,explicito,T040,fisico,37.0,22157.46,9491.21,12666.25,57.16,9610.05,0,24
69,CN-00069,ERP-PROV-MX-069-C,Estándar Cafe Grano,explicito,T023,fisico,22.0,7956.86,4317.57,3639.29,45.74,2541.79,0,20
18,CN-00018,ERP-PROV-MX-018-A,Tradicional Cafe Molido,explicito,ECOMMERCE,ecommerce,412.0,102300.69,53721.0,48579.69,47.49,34469.25,0,308
13,CN-00013,ERP-PROV-MX-013-B,Selección Cafe Molido,explicito,ECOMMERCE,ecommerce,404.0,84860.34,55684.25,29176.09,34.38,17471.22,0,305
39,CN-00039,ERP-PROV-MX-039-B,Taza Mercancia,explicito,ECOMMERCE,ecommerce,388.0,324072.65,183175.15,140897.5,43.48,96197.83,0,300
65,CN-00065,ERP-PROV-MX-065-D,Estándar Cafe Molido,explicito,ECOMMERCE,ecommerce,405.0,85527.1,41512.06,44015.04,51.46,32218.2,0,297
55,CN-00055,ERP-PROV-MX-055-C,Termo Mercancia,explicito,T016,fisico,38.0,23673.6,11029.54,12644.06,53.41,9378.74,0,31
1,CN-00001,ERP-PROV-MX-001-A,Sándwich Comida Caliente,inferido,T028,fisico,40.0,3006.06,3360.0,-353.94,-11.77,-768.57,37,37
3,CN-00003,ERP-PROV-MX-003-D,Filtros Mercancia,explicito,T031,fisico,59.0,9631.06,4507.82,5123.24,53.19,3794.82,0,31
22,CN-00022,ERP-PROV-MX-022-A,Ensalada Comida Caliente,explicito,T024,fisico,53.0,9045.82,5096.71,3949.11,43.66,2701.41,0,28
44,CN-00044,ERP-PROV-MX-044-A,Filtros Mercancia,explicito,T017,fisico,48.0,11967.57,8174.04,3793.53,31.7,2142.83,0,34
3,CN-00003,ERP-PROV-MX-003-D,Filtros Mercancia,explicito,T019,fisico,38.0,6173.72,2873.73,3299.99,53.45,2448.44,0,29
58,CN-00058,ERP-PROV-MX-058-A,Chai Bebidas,explicito,T003,fisico,35.0,2686.73,953.15,1733.58,64.52,1363.0,0,30
31,CN-00031,ERP-PROV-MX-031-A,Termo Mercancia,inferido,T002,fisico,38.0,20522.51,8648.4,11874.11,57.86,9043.42,0,21
42,CN-00042,ERP-PROV-MX-042-A,Quiche Comida Caliente,explicito,T016,fisico,48.0,4210.26,1873.48,2336.78,55.5,1756.05,0,30
45,CN-00045,ERP-PROV-MX-045-D,Especial Cafe Grano,explicito,T037,fisico,54.0,5337.25,3526.78,1810.47,33.92,1074.3,0,37
48,CN-00048,ERP-PROV-MX-048-C,Bolillo Panaderia,explicito,T026,fisico,44.0,1076.97,415.86,661.11,61.39,512.56,0,31
42,CN-00042,ERP-PROV-MX-042-A,Quiche Comida Caliente,explicito,T033,fisico,40.0,3497.61,1589.96,1907.65,54.54,1425.22,0,28
27,CN-00027,ERP-PROV-MX-027-B,Latte Bebidas,explicito,T022,fisico,43.0,3848.1,1393.28,2454.82,63.79,1924.05,0,31
1,CN-00001,ERP-PROV-MX-001-A,Sándwich Comida Caliente,inferido,T032,fisico,30.0,2256.59,2520.0,-263.41,-11.67,-574.66,26,26
29,CN-00029,ERP-PROV-MX-029-C,Termo Mercancia,explicito,T036,fisico,32.0,20145.06,9939.56,10205.5,50.66,7426.87,0,25
38,CN-00038,ERP-PROV-MX-038-A,Selección Cafe Grano,explicito,T013,fisico,24.0,8224.9,5691.04,2533.86,30.81,1399.39,0,23
15,CN-00015,ERP-PROV-MX-015-D,Especial Cafe Molido,explicito,T001,fisico,59.0,21592.72,28031.86,-6439.14,-29.82,-9417.45,38,38
58,CN-00058,ERP-PROV-MX-058-A,Chai Bebidas,explicito,T025,fisico,49.0,3779.91,1347.41,2432.5,64.35,1911.13,0,31
1,CN-00001,ERP-PROV-MX-001-A,Sándwich Comida Caliente,inferido,T001,fisico,69.0,5163.46,5796.0,-632.54,-12.25,-1344.74,40,40
48,CN-00048,ERP-PROV-MX-048-C,Bolillo Panaderia,explicito,T015,fisico,44.0,1082.44,411.97,670.47,61.94,521.17,0,31
44,CN-00044,ERP-PROV-MX-044-A,Filtros Mercancia,explicito,T013,fisico,54.0,13399.09,9261.51,4137.58,30.88,2289.43,0,32
38,CN-00038,ERP-PROV-MX-038-A,Selección Cafe Grano,explicito,T002,fisico,48.0,16414.5,11271.2,5143.3,31.33,2879.23,0,29
35,CN-00035,ERP-PROV-MX-035-A,Sándwich Comida Caliente,explicito,T020,fisico,63.0,8829.02,5945.88,2883.14,32.66,1665.34,0,35
58,CN-00058,ERP-PROV-MX-058-A,Chai Bebidas,explicito,T016,fisico,21.0,1644.25,581.29,1062.96,64.65,836.17,0,20
24,CN-00024,ERP-PROV-MX-024-A,Americano Cafe Molido,explicito,T014,fisico,53.0,17235.53,11059.75,6175.78,35.83,3798.47,0,36
48,CN-00048,ERP-PROV-MX-048-C,Bolillo Panaderia,explicito,T033,fisico,42.0,1016.67,396.81,619.86,60.97,479.63,0,20
18,CN-00018,ERP-PROV-MX-018-A,Tradicional Cafe Molido,explicito,T024,fisico,39.0,9244.0,5181.83,4062.17,43.94,2787.14,0,32
48,CN-00048,ERP-PROV-MX-048-C,Bolillo Panaderia,explicito,T040,fisico,33.0,808.81,313.92,494.89,61.19,383.33,0,22
38,CN-00038,ERP-PROV-MX-038-A,Selección Cafe Grano,explicito,T034,fisico,54.0,18533.41,12580.96,5952.45,32.12,3396.12,0,34
58,CN-00058,ERP-PROV-MX-058-A,Chai Bebidas,explicito,T001,fisico,44.0,3399.15,1195.56,2203.59,64.83,1734.74,0,30
1,CN-00001,ERP-PROV-MX-001-A,Sándwich Comida Caliente,inferido,T005,fisico,40.0,2978.91,3394.6,-415.69,-13.95,-826.57,34,34
27,CN-00027,ERP-PROV-MX-027-B,Latte Bebidas,explicito,T015,fisico,54.0,4878.98,1788.24,3090.74,63.35,2417.78,0,33
9,CN-00009,ERP-PROV-MX-009-B,Termo Mercancia,explicito,T008,fisico,56.0,34666.58,14608.33,20058.25,57.86,15276.65,0,36
11,CN-00011,ERP-PROV-MX-011-C,Bolillo Panaderia,inferido,T022,fisico,41.0,1184.87,559.25,625.62,52.8,462.19,0,27
19,CN-00019,ERP-PROV-MX-019-D,Gourmet Cafe Molido,explicito,T016,fisico,59.0,15952.6,8663.72,7288.88,45.69,5088.52,0,32
56,CN-00056,ERP-PROV-MX-056-C,Empanada Panaderia,explicito,T040,fisico,48.0,777.51,383.28,394.23,50.7,286.99,0,34
19,CN-00019,ERP-PROV-MX-019-D,Gourmet Cafe Molido,explicito,T002,fisico,55.0,14977.0,8132.46,6844.54,45.7,4778.75,0,39
9,CN-00009,ERP-PROV-MX-009-B,Termo Mercancia,explicito,T009,fisico,36.0,22142.14,9598.69,12543.45,56.65,9489.36,0,28
32,CN-00032,ERP-PROV-MX-032-D,Americano Cafe Grano,explicito,T027,fisico,47.0,4674.77,2242.06,2432.71,52.04,1787.91,0,36
68,CN-00068,ERP-PROV-MX-068-C,Croissant Panaderia,explicito,T004,fisico,50.0,1944.61,776.08,1168.53,60.09,900.31,0,34
21,CN-00021,ERP-PROV-MX-021-A,Concha Panaderia,inferido,T036,fisico,56.0,1446.02,642.56,803.46,55.56,604.01,0,39
39,CN-00039,ERP-PROV-MX-039-B,Taza Mercancia,explicito,T015,fisico,37.0,29235.59,17261.1,11974.49,40.96,7941.99,0,32
28,CN-00028,ERP-PROV-MX-028-D,Selección Cafe Molido,explicito,T001,fisico,42.0,16327.39,8526.69,7800.7,47.78,5548.65,0,35
70,CN-00070,ERP-PROV-MX-070-D,Molinillo Mercancia,explicito,T025,fisico,32.0,11971.55,7651.15,4320.4,36.09,2669.15,0,28
32,CN-00032,ERP-PROV-MX-032-D,Americano Cafe Grano,explicito,T036,fisico,50.0,4958.58,2371.95,2586.63,52.16,1902.69,0,30
11,CN-00011,ERP-PROV-MX-011-C,Bolillo Panaderia,inferido,T026,fisico,32.0,915.9,422.19,493.71,53.9,367.38,0,30
8,CN-00008,ERP-PROV-MX-008-C,Empanada Panaderia,explicito,T001,fisico,39.0,1490.84,802.89,687.95,46.15,482.32,0,25
39,CN-00039,ERP-PROV-MX-039-B,Taza Mercancia,explicito,T005,fisico,62.0,49418.2,28966.78,20451.42,41.38,13635.12,0,38
19,CN-00019,ERP-PROV-MX-019-D,Gourmet Cafe Molido,explicito,T021,fisico,34.0,9340.08,5022.11,4317.97,46.23,3029.68,0,29
52,CN-00052,ERP-PROV-MX-052-C,Americano Cafe Molido,explicito,T003,fisico,51.0,8577.93,5721.34,2856.59,33.3,1673.43,0,28
19,CN-00019,ERP-PROV-MX-019-D,Gourmet Cafe Molido,explicito,T003,fisico,24.0,6659.12,3569.14,3089.98,46.4,2171.48,0,22
19,CN-00019,ERP-PROV-MX-019-D,Gourmet Cafe Molido,explicito,T019,fisico,42.0,11348.77,6182.82,5165.95,45.52,3600.6,0,28
40,CN-00040,ERP-PROV-MX-040-A,Chocolate Bebidas,explicito,T036,fisico,40.0,2160.86,684.64,1476.22,68.32,1178.17,0,22
68,CN-00068,ERP-PROV-MX-068-C,Croissant Panaderia,explicito,T024,fisico,67.0,2613.16,1048.5,1564.66,59.88,1204.22,0,36
20,CN-00020,ERP-PROV-MX-020-C,Taza Mercancia,explicito,T009,fisico,39.0,23324.19,9841.37,13482.82,57.81,10265.69,0,32
7,CN-00007,ERP-PROV-MX-007-D,Selección Cafe Grano,explicito,T001,fisico,50.0,12623.78,9932.15,2691.63,21.32,950.42,0,34
40,CN-00040,ERP-PROV-MX-040-A,Chocolate Bebidas,explicito,T001,fisico,51.0,2766.32,876.64,1889.68,68.31,1508.12,0,34
56,CN-00056,ERP-PROV-MX-056-C,Empanada Panaderia,explicito,T026,fisico,38.0,616.94,303.38,313.56,50.83,228.46,0,28
19,CN-00019,ERP-PROV-MX-019-D,Gourmet Cafe Molido,explicito,T038,fisico,40.0,10735.04,5815.43,4919.61,45.83,3438.91,0,31
16,CN-00016,ERP-PROV-MX-016-C,Quiche Comida Caliente,inferido,T029,fisico,47.0,4045.78,2037.29,2008.49,49.64,1450.45,0,34
14,CN-00014,ERP-PROV-MX-014-D,Descafeinado Cafe Grano,explicito,T016,fisico,46.0,15874.16,9751.72,6122.44,38.57,3932.9,0,30
2,CN-00002,ERP-PROV-MX-002-B,Sándwich Comida Caliente,explicito,T007,fisico,55.0,7204.83,9214.65,-2009.82,-27.9,-3003.59,34,34
49,CN-00049,ERP-PROV-MX-049-A,Mocha Bebidas,explicito,T031,fisico,49.0,4306.65,1656.84,2649.81,61.53,2055.79,0,34
30,CN-00030,ERP-PROV-MX-030-C,Molinillo Mercancia,explicito,T010,fisico,39.0,8741.57,4378.55,4363.02,49.91,3157.29,0,30
14,CN-00014,ERP-PROV-MX-014-D,Descafeinado Cafe Grano,explicito,T031,fisico,47.0,16257.94,10061.33,6196.61,38.11,3954.14,0,31
57,CN-00057,ERP-PROV-MX-057-C,Premium Cafe Grano,explicito,T011,fisico,69.0,12855.43,6256.9,6598.53,51.33,4825.37,0,36
37,CN-00037,ERP-PROV-MX-037-C,Tradicional Cafe Molido,explicito,T022,fisico,35.0,7807.49,4342.83,3464.66,44.38,2387.76,0,27
49,CN-00049,ERP-PROV-MX-049-A,Mocha Bebidas,explicito,T023,fisico,25.0,2200.52,850.03,1350.49,61.37,1046.97,0,22
13,CN-00013,ERP-PROV-MX-013-B,Selección Cafe Molido,explicito,T022,fisico,35.0,7055.04,4805.94,2249.1,31.88,1275.99,0,26
4,CN-00004,ERP-PROV-MX-004-B,Prensa Francesa Mercancia,explicito,T012,fisico,51.0,35237.83,13474.28,21763.55,61.76,16903.16,0,30
6,CN-00006,ERP-PROV-MX-006-C,Estándar Cafe Grano,inferido,T011,fisico,33.0,6671.22,3552.34,3118.88,46.75,2198.71,0,24
6,CN-00006,ERP-PROV-MX-006-C,Estándar Cafe Grano,inferido,T020,fisico,31.0,6190.96,3205.69,2985.27,48.22,2131.34,0,23
37,CN-00037,ERP-PROV-MX-037-C,Tradicional Cafe Molido,explicito,T006,fisico,25.0,5587.42,3040.6,2546.82,45.58,1776.14,0,23
62,CN-00062,ERP-PROV-MX-062-B,Wrap Comida Caliente,explicito,T006,fisico,49.0,8104.43,3732.74,4371.69,53.94,3253.84,0,34
69,CN-00069,ERP-PROV-MX-069-C,Estándar Cafe Grano,explicito,T011,fisico,37.0,13399.99,7049.6,6350.39,47.39,4502.12,0,27
37,CN-00037,ERP-PROV-MX-037-C,Tradicional Cafe Molido,explicito,T003,fisico,41.0,9095.72,5017.93,4077.79,44.83,2823.21,0,30
12,CN-00012,ERP-PROV-MX-012-B,Sándwich Comida Caliente,explicito,T037,fisico,55.0,7375.44,3123.48,4251.96,57.65,3234.66,0,34
5,CN-00005,ERP-PROV-MX-005-C,Croissant Panaderia,explicito,T021,fisico,33.0,676.83,426.21,250.62,37.03,157.26,0,28
12,CN-00012,ERP-PROV-MX-012-B,Sándwich Comida Caliente,explicito,T004,fisico,36.0,4769.15,2065.08,2704.07,56.7,2046.26,0,20
13,CN-00013,ERP-PROV-MX-013-B,Selección Cafe Molido,explicito,T003,fisico,61.0,12244.3,8452.8,3791.5,30.97,2102.63,0,36
14,CN-00014,ERP-PROV-MX-014-D,Descafeinado Cafe Grano,explicito,T017,fisico,51.0,17666.86,10848.54,6818.32,38.59,4381.51,0,28
6,CN-00006,ERP-PROV-MX-006-C,Estándar Cafe Grano,inferido,T023,fisico,31.0,6234.91,3164.19,3070.72,49.25,2210.73,0,23
46,CN-00046,ERP-PROV-MX-046-A,Termo Mercancia,inferido,T033,fisico,39.0,20748.42,9067.44,11680.98,56.3,8819.13,0,34
50,CN-00050,ERP-PROV-MX-050-A,Chai Bebidas,explicito,T005,fisico,48.0,4384.21,1962.74,2421.47,55.23,1816.75,0,26
69,CN-00069,ERP-PROV-MX-069-C,Estándar Cafe Grano,explicito,T018,fisico,53.0,19272.01,10220.95,9051.06,46.96,6392.85,0,33
67,CN-00067,ERP-PROV-MX-067-C,Premium Cafe Molido,explicito,T039,fisico,38.0,11016.8,6232.22,4784.58,43.43,3265.02,0,28
53,CN-00053,ERP-PROV-MX-053-A,Sándwich Comida Caliente,explicito,T033,fisico,38.0,5290.44,2904.36,2386.08,45.1,1656.36,0,30
41,CN-00041,ERP-PROV-MX-041-D,Gourmet Cafe Molido,inferido,T028,fisico,49.0,3802.2,2168.35,1633.85,42.97,1109.41,0,29
4,CN-00004,ERP-PROV-MX-004-B,Prensa Francesa Mercancia,explicito,T025,fisico,63.0,43542.2,16627.72,26914.48,61.81,20908.66,0,33
34,CN-00034,ERP-PROV-MX-034-D,Estándar Cafe Molido,explicito,T030,fisico,43.0,4634.24,2786.43,1847.81,39.87,1208.6,0,27
53,CN-00053,ERP-PROV-MX-053-A,Sándwich Comida Caliente,explicito,T030,fisico,63.0,8751.69,4941.3,3810.39,43.54,2603.26,0,35
62,CN-00062,ERP-PROV-MX-062-B,Wrap Comida Caliente,explicito,T039,fisico,39.0,6431.54,2918.18,3513.36,54.63,2626.25,0,30
6,CN-00006,ERP-PROV-MX-006-C,Estándar Cafe Grano,inferido,T013,fisico,41.0,8305.98,4063.44,4242.54,51.08,3096.89,0,23
45,CN-00045,ERP-PROV-MX-045-D,Especial Cafe Grano,explicito,T028,fisico,29.0,2887.25,1893.42,993.83,34.42,595.59,0,19
24,CN-00024,ERP-PROV-MX-024-A,Americano Cafe Molido,explicito,T027,fisico,81.0,26182.37,17452.21,8730.16,33.34,5118.8,0,42
15,CN-00015,ERP-PROV-MX-015-D,Especial Cafe Molido,explicito,T004,fisico,70.0,25374.32,32992.78,-7618.46,-30.02,-11118.37,36,36
25,CN-00025,ERP-PROV-MX-025-C,Latte Bebidas,explicito,T017,fisico,54.0,2618.64,850.9,1767.74,67.51,1406.55,0,37
1,CN-00001,ERP-PROV-MX-001-A,Sándwich Comida Caliente,inferido,T015,fisico,52.0,3892.61,4368.0,-475.39,-12.21,-1012.3,37,37
18,CN-00018,ERP-PROV-MX-018-A,Tradicional Cafe Molido,explicito,T008,fisico,43.0,10270.11,5581.27,4688.84,45.66,3272.27,0,27
29,CN-00029,ERP-PROV-MX-029-C,Termo Mercancia,explicito,T021,fisico,24.0,15071.14,7423.29,7647.85,50.75,5569.07,0,21
1,CN-00001,ERP-PROV-MX-001-A,Sándwich Comida Caliente,inferido,T038,fisico,45.0,3336.51,3780.0,-443.49,-13.29,-903.7,30,30
35,CN-00035,ERP-PROV-MX-035-A,Sándwich Comida Caliente,explicito,T025,fisico,29.0,4029.59,2739.46,1290.13,32.02,734.32,0,21
26,CN-00026,ERP-PROV-MX-026-A,Premium Cafe Molido,inferido,T002,fisico,27.0,4192.09,2380.68,1811.41,43.21,1233.19,0,22
38,CN-00038,ERP-PROV-MX-038-A,Selección Cafe Grano,explicito,T024,fisico,35.0,11878.85,8240.4,3638.45,30.63,1999.99,0,28
15,CN-00015,ERP-PROV-MX-015-D,Especial Cafe Molido,explicito,T007,fisico,45.0,16379.27,21372.5,-4993.23,-30.49,-7252.44,32,32
23,CN-00023,ERP-PROV-MX-023-B,Ensalada Comida Caliente,explicito,T031,fisico,35.0,5516.12,2787.94,2728.18,49.46,1967.34,0,31
3,CN-00003,ERP-PROV-MX-003-D,Filtros Mercancia,explicito,T003,fisico,26.0,4191.95,1989.13,2202.82,52.55,1624.62,0,22
25,CN-00025,ERP-PROV-MX-025-C,Latte Bebidas,explicito,T036,fisico,59.0,2828.69,930.85,1897.84,67.09,1507.68,0,33
3,CN-00003,ERP-PROV-MX-003-D,Filtros Mercancia,explicito,T025,fisico,50.0,8106.36,3798.32,4308.04,53.14,3189.92,0,32
24,CN-00024,ERP-PROV-MX-024-A,Americano Cafe Molido,explicito,T009,fisico,50.0,16280.47,10644.66,5635.81,34.62,3390.23,0,32
42,CN-00042,ERP-PROV-MX-042-A,Quiche Comida Caliente,explicito,T001,fisico,40.0,3507.82,1569.62,1938.2,55.25,1454.36,0,30
17,CN-00017,ERP-PROV-MX-017-B,Quiche Comida Caliente,explicito,T032,fisico,45.0,7345.09,3579.34,3765.75,51.27,2752.63,0,34
66,CN-00066,ERP-PROV-MX-066-B,Mocha Bebidas,explicito,T031,fisico,31.0,1780.76,645.66,1135.1,63.74,889.48,0,25
28,CN-00028,ERP-PROV-MX-028-D,Selección Cafe Molido,explicito,T007,fisico,42.0,16017.16,8338.91,7678.25,47.94,5468.99,0,32
52,CN-00052,ERP-PROV-MX-052-C,Americano Cafe Molido,explicito,T012,fisico,50.0,8521.37,5706.69,2814.68,33.03,1639.32,0,26
7,CN-00007,ERP-PROV-MX-007-D,Selección Cafe Grano,explicito,T034,fisico,36.0,9038.66,7085.21,1953.45,21.61,706.74,0,29
9,CN-00009,ERP-PROV-MX-009-B,Termo Mercancia,explicito,T005,fisico,40.0,24784.93,10720.03,14064.9,56.75,10646.29,0,28
47,CN-00047,ERP-PROV-MX-047-B,Filtros Mercancia,explicito,T011,fisico,54.0,27029.03,17160.75,9868.28,36.51,6140.14,0,31
16,CN-00016,ERP-PROV-MX-016-C,Quiche Comida Caliente,inferido,T014,fisico,25.0,2168.86,1076.96,1091.9,50.34,792.75,0,24
68,CN-00068,ERP-PROV-MX-068-C,Croissant Panaderia,explicito,T018,fisico,50.0,1946.41,773.66,1172.75,60.25,904.28,0,28
68,CN-00068,ERP-PROV-MX-068-C,Croissant Panaderia,explicito,T033,fisico,41.0,1603.49,629.67,973.82,60.73,752.65,0,27
8,CN-00008,ERP-PROV-MX-008-C,Empanada Panaderia,explicito,T036,fisico,52.0,1990.79,1100.74,890.05,44.71,615.46,0,39
17,CN-00017,ERP-PROV-MX-017-B,Quiche Comida Caliente,explicito,T001,fisico,32.0,5220.87,2543.05,2677.82,51.29,1957.7,0,24
28,CN-00028,ERP-PROV-MX-028-D,Selección Cafe Molido,explicito,T020,fisico,41.0,15868.15,8347.23,7520.92,47.4,5332.21,0,26
20,CN-00020,ERP-PROV-MX-020-C,Taza Mercancia,explicito,T004,fisico,43.0,26028.83,10983.98,15044.85,57.8,11454.67,0,34
16,CN-00016,ERP-PROV-MX-016-C,Quiche Comida Caliente,inferido,T002,fisico,28.0,2417.64,1208.44,1209.2,50.02,875.73,0,25
19,CN-00019,ERP-PROV-MX-019-D,Gourmet Cafe Molido,explicito,T006,fisico,49.0,13263.29,7194.06,6069.23,45.76,4239.81,0,35
65,CN-00065,ERP-PROV-MX-065-D,Estándar Cafe Molido,explicito,T004,fisico,31.0,6249.9,3176.49,3073.41,49.18,2211.35,0,27
51,CN-00051,ERP-PROV-MX-051-C,Termo Mercancia,explicito,T032,fisico,44.0,21157.46,10327.96,10829.5,51.19,7911.23,0,34
61,CN-00061,ERP-PROV-MX-061-D,Descafeinado Cafe Molido,explicito,T018,fisico,50.0,14817.43,8268.92,6548.51,44.19,4504.73,0,34
59,CN-00059,ERP-PROV-MX-059-B,Orgánico Cafe Grano,explicito,T034,fisico,51.0,13029.21,9204.48,3824.73,29.36,2027.6,0,28
59,CN-00059,ERP-PROV-MX-059-B,Orgánico Cafe Grano,explicito,T029,fisico,55.0,13948.49,9977.98,3970.51,28.47,2046.58,0,32
13,CN-00013,ERP-PROV-MX-013-B,Selección Cafe Molido,explicito,T012,fisico,38.0,7684.95,5189.86,2495.09,32.47,1435.1,0,22
33,CN-00033,ERP-PROV-MX-033-D,Especial Cafe Molido,explicito,T025,fisico,45.0,11901.06,7046.88,4854.18,40.79,3212.65,0,34
37,CN-00037,ERP-PROV-MX-037-C,Tradicional Cafe Molido,explicito,T017,fisico,46.0,10248.6,5768.77,4479.83,43.71,3066.23,0,25
33,CN-00033,ERP-PROV-MX-033-D,Especial Cafe Molido,explicito,T004,fisico,25.0,6561.83,3996.33,2565.5,39.1,1660.42,0,20
50,CN-00050,ERP-PROV-MX-050-A,Chai Bebidas,explicito,T002,fisico,54.0,4934.6,2241.52,2693.08,54.58,2012.45,0,35
49,CN-00049,ERP-PROV-MX-049-A,Mocha Bebidas,explicito,T005,fisico,59.0,5185.99,2019.13,3166.86,61.07,2451.55,0,40
53,CN-00053,ERP-PROV-MX-053-A,Sándwich Comida Caliente,explicito,T026,fisico,37.0,5170.11,2940.94,2229.17,43.12,1516.05,0,27
57,CN-00057,ERP-PROV-MX-057-C,Premium Cafe Grano,explicito,T030,fisico,37.0,6857.65,3388.29,3469.36,50.59,2523.48,0,29
43,CN-00043,ERP-PROV-MX-043-A,Filtros Mercancia,explicito,T037,fisico,50.0,9243.12,4321.73,4921.39,53.24,3646.48,0,31
61,CN-00061,ERP-PROV-MX-061-D,Descafeinado Cafe Molido,explicito,T025,fisico,33.0,9674.92,5429.71,4245.21,43.88,2910.74,0,23
22,CN-00022,ERP-PROV-MX-022-A,Ensalada Comida Caliente,explicito,T038,fisico,41.0,6982.43,3941.95,3040.48,43.54,2077.39,0,37
60,CN-00060,ERP-PROV-MX-060-A,Espresso Cafe Grano,explicito,T005,fisico,47.0,9210.81,5930.12,3280.69,35.62,2010.23,0,27
35,CN-00035,ERP-PROV-MX-035-A,Sándwich Comida Caliente,explicito,T016,fisico,53.0,7348.72,4957.36,2391.36,32.54,1377.74,0,27
15,CN-00015,ERP-PROV-MX-015-D,Especial Cafe Molido,explicito,T011,fisico,49.0,17492.81,23322.62,-5829.81,-33.33,-8242.61,25,25
22,CN-00022,ERP-PROV-MX-022-A,Ensalada Comida Caliente,explicito,T005,fisico,41.0,6951.6,3943.02,3008.58,43.28,2049.74,0,29
66,CN-00066,ERP-PROV-MX-066-B,Mocha Bebidas,explicito,T015,fisico,44.0,2553.66,914.39,1639.27,64.19,1287.04,0,32
21,CN-00021,ERP-PROV-MX-021-A,Concha Panaderia,inferido,T018,fisico,39.0,1001.06,445.66,555.4,55.48,417.32,0,35
44,CN-00044,ERP-PROV-MX-044-A,Filtros Mercancia,explicito,T026,fisico,44.0,10856.64,7524.74,3331.9,30.69,1834.43,0,27
17,CN-00017,ERP-PROV-MX-017-B,Quiche Comida Caliente,explicito,T026,fisico,34.0,5501.16,2715.35,2785.81,50.64,2027.03,0,30
39,CN-00039,ERP-PROV-MX-039-B,Taza Mercancia,explicito,T033,fisico,35.0,28028.67,16245.94,11782.73,42.04,7916.71,0,27
46,CN-00046,ERP-PROV-MX-046-A,Termo Mercancia,inferido,T005,fisico,45.0,24092.35,10769.64,13322.71,55.3,9999.63,0,29
53,CN-00053,ERP-PROV-MX-053-A,Sándwich Comida Caliente,explicito,T011,fisico,36.0,5054.89,2843.01,2211.88,43.76,1514.65,0,25
